account_id,person_id,account_type,bank_alias,opening_date,branch_location_id,ownership_confidence
ACCOUNT_00241,PERSON_0190,current,SynthBank_Delta,2024-02-02 12:10:44,LOCATION_0113,0.95
ACCOUNT_00242,PERSON_1082,current,SynthBank_Alpha,2022-10-14 00:03:13,LOCATION_0206,0.84
ACCOUNT_00243,PERSON_1415,savings,SynthBank_Omega,2025-02-03 23:56:48,LOCATION_0056,0.93
ACCOUNT_00244,PERSON_0586,savings,SynthBank_Alpha,2023-06-10 08:27:32,LOCATION_0137,0.87
ACCOUNT_00245,PERSON_0253,current,SynthBank_Omega,2025-01-02 15:41:23,LOCATION_0141,0.92
ACCOUNT_00246,PERSON_1243,current,SynthBank_Alpha,2023-11-19 12:26:36,LOCATION_0068,0.97
ACCOUNT_00247,PERSON_0863,current,SynthBank_Omega,2024-01-06 16:13:39,LOCATION_0190,0.77
ACCOUNT_00248,PERSON_1450,current,SynthBank_Omega,2025-09-11 12:40:23,LOCATION_0108,0.95
ACCOUNT_00249,PERSON_0010,savings,SynthBank_Beta,2024-02-18 09:02:02,LOCATION_0014,0.79
ACCOUNT_00250,PERSON_1297,savings,SynthBank_Gamma,2022-03-05 22:22:48,LOCATION_0256,0.91
ACCOUNT_00251,PERSON_0563,savings,SynthBank_Delta,2023-06-18 06:16:08,LOCATION_0015,0.76
ACCOUNT_00252,PERSON_0886,savings,SynthBank_Delta,2025-08-18 00:33:20,LOCATION_0094,0.88
ACCOUNT_00253,PERSON_1080,savings,SynthBank_Beta,2025-06-21 07:14:47,LOCATION_0192,0.94
ACCOUNT_00254,PERSON_0229,savings,SynthBank_Beta,2023-05-26 05:00:10,LOCATION_0054,0.86
ACCOUNT_00255,PERSON_1152,savings,SynthBank_Alpha,2025-12-15 14:31:56,LOCATION_0049,0.78
ACCOUNT_00256,PERSON_0355,current,SynthBank_Beta,2025-06-09 09:38:24,LOCATION_0132,0.85
ACCOUNT_00257,PERSON_1128,current,SynthBank_Omega,2024-03-09 23:49:49,LOCATION_0218,0.75
ACCOUNT_00258,PERSON_0186,current,SynthBank_Delta,2022-09-09 04:33:08,LOCATION_0064,0.87
ACCOUNT_00259,PERSON_0452,savings,SynthBank_Alpha,2025-11-07 20:51:14,LOCATION_0042,0.8
ACCOUNT_00260,PERSON_0207,current,SynthBank_Beta,2022-10-23 16:18:41,LOCATION_0156,0.91
ACCOUNT_00261,PERSON_0841,savings,SynthBank_Delta,2025-08-14 21:04:38,LOCATION_0268,0.89
ACCOUNT_00262,PERSON_1076,current,SynthBank_Beta,2022-09-15 10:41:44,LOCATION_0031,0.83
ACCOUNT_00263,PERSON_0375,savings,SynthBank_Beta,2026-05-29 18:24:10,LOCATION_0165,0.92
ACCOUNT_00264,PERSON_1375,current,SynthBank_Delta,2025-09-27 13:29:35,LOCATION_0184,0.84
ACCOUNT_00265,PERSON_1187,savings,SynthBank_Alpha,2023-06-13 10:31:51,LOCATION_0022,0.96
ACCOUNT_00266,PERSON_0667,current,SynthBank_Beta,2024-12-08 16:45:01,LOCATION_0183,0.92
ACCOUNT_00267,PERSON_0276,savings,SynthBank_Beta,2026-01-14 08:51:01,LOCATION_0292,0.93
ACCOUNT_00268,PERSON_0505,savings,SynthBank_Delta,2025-10-12 01:28:24,LOCATION_0051,0.83
ACCOUNT_00269,PERSON_0018,savings,SynthBank_Alpha,2022-07-14 04:37:21,LOCATION_0133,0.96
ACCOUNT_00270,PERSON_1146,current,SynthBank_Alpha,2025-10-01 11:18:23,LOCATION_0191,0.89
ACCOUNT_00271,PERSON_0889,current,SynthBank_Delta,2024-01-12 17:56:54,LOCATION_0033,0.81
ACCOUNT_00272,PERSON_1334,savings,SynthBank_Beta,2022-12-27 20:00:09,LOCATION_0265,0.87
ACCOUNT_00273,PERSON_1009,current,SynthBank_Gamma,2024-02-02 02:46:06,LOCATION_0218,0.93
ACCOUNT_00274,PERSON_0603,current,SynthBank_Omega,2026-03-19 08:17:18,LOCATION_0267,0.83
ACCOUNT_00275,PERSON_0542,savings,SynthBank_Delta,2025-11-19 00:07:23,LOCATION_0277,0.9
ACCOUNT_00276,PERSON_0559,current,SynthBank_Omega,2025-10-02 22:13:31,LOCATION_0100,0.78
ACCOUNT_00277,PERSON_1485,current,SynthBank_Alpha,2025-01-11 16:49:02,LOCATION_0125,0.75
ACCOUNT_00278,PERSON_0325,current,SynthBank_Omega,2022-12-25 19:13:42,LOCATION_0026,0.77
ACCOUNT_00279,PERSON_0464,current,SynthBank_Beta,2025-11-16 01:50:54,LOCATION_0230,0.85
ACCOUNT_00280,PERSON_0390,current,SynthBank_Omega,2023-02-08 10:23:56,LOCATION_0002,0.92
ACCOUNT_00281,PERSON_0314,savings,SynthBank_Beta,2022-07-17 21:48:54,LOCATION_0053,0.86
ACCOUNT_00282,PERSON_0490,savings,SynthBank_Alpha,2023-09-06 17:21:54,LOCATION_0242,0.96
ACCOUNT_00283,PERSON_0466,current,SynthBank_Alpha,2024-08-23 02:22:06,LOCATION_0269,0.92
ACCOUNT_00284,PERSON_0531,savings,SynthBank_Omega,2022-11-11 17:19:50,LOCATION_0264,0.9
ACCOUNT_00285,PERSON_0286,savings,SynthBank_Beta,2024-12-25 01:13:14,LOCATION_0165,0.93
ACCOUNT_00286,PERSON_0984,savings,SynthBank_Gamma,2024-02-01 20:19:39,LOCATION_0108,0.78
ACCOUNT_00287,PERSON_0741,current,SynthBank_Omega,2023-04-21 02:18:56,LOCATION_0285,0.94
ACCOUNT_00288,PERSON_0359,savings,SynthBank_Omega,2024-02-23 06:05:28,LOCATION_0106,0.87
ACCOUNT_00289,PERSON_0669,savings,SynthBank_Omega,2026-05-06 20:24:37,LOCATION_0026,0.88
ACCOUNT_00290,PERSON_1245,savings,SynthBank_Omega,2023-03-05 00:24:34,LOCATION_0089,0.96
ACCOUNT_00291,PERSON_0028,savings,SynthBank_Delta,2026-05-29 10:51:13,LOCATION_0101,0.8
ACCOUNT_00292,PERSON_1184,current,SynthBank_Gamma,2023-04-10 01:54:22,LOCATION_0054,0.87
ACCOUNT_00293,PERSON_1040,savings,SynthBank_Beta,2023-01-22 00:26:33,LOCATION_0226,0.87
ACCOUNT_00294,PERSON_0264,savings,SynthBank_Alpha,2022-04-21 14:20:49,LOCATION_0083,0.97
ACCOUNT_00295,PERSON_0024,savings,SynthBank_Omega,2022-05-25 12:36:46,LOCATION_0280,0.89
ACCOUNT_00296,PERSON_0411,current,SynthBank_Gamma,2022-12-26 12:00:39,LOCATION_0220,0.94
ACCOUNT_00297,PERSON_0948,current,SynthBank_Gamma,2022-04-14 06:30:35,LOCATION_0073,0.87
ACCOUNT_00298,PERSON_0869,savings,SynthBank_Delta,2022-05-01 11:12:37,LOCATION_0182,0.85
ACCOUNT_00299,PERSON_0168,current,SynthBank_Alpha,2024-08-30 07:45:39,LOCATION_0254,0.96
ACCOUNT_00300,PERSON_1045,savings,SynthBank_Alpha,2022-04-09 02:26:30,LOCATION_0113,0.76
ACCOUNT_00301,PERSON_0142,savings,SynthBank_Beta,2023-04-24 17:41:36,LOCATION_0014,0.93
ACCOUNT_00302,PERSON_0349,savings,SynthBank_Beta,2024-03-09 00:36:01,LOCATION_0102,0.87
ACCOUNT_00303,PERSON_1289,current,SynthBank_Omega,2025-04-02 01:22:15,LOCATION_0072,0.88
ACCOUNT_00304,PERSON_0250,savings,SynthBank_Omega,2025-02-02 02:09:31,LOCATION_0274,0.98
ACCOUNT_00305,PERSON_0345,current,SynthBank_Beta,2025-04-03 11:30:30,LOCATION_0130,0.78
ACCOUNT_00306,PERSON_1106,savings,SynthBank_Alpha,2025-09-09 15:28:22,LOCATION_0107,0.9
ACCOUNT_00307,PERSON_0014,savings,SynthBank_Gamma,2023-05-02 23:12:31,LOCATION_0037,0.85
ACCOUNT_00308,PERSON_0109,savings,SynthBank_Omega,2025-04-18 09:15:58,LOCATION_0136,0.89
ACCOUNT_00309,PERSON_0432,current,SynthBank_Omega,2025-03-16 17:33:03,LOCATION_0244,0.79
ACCOUNT_00310,PERSON_0906,current,SynthBank_Delta,2022-07-17 00:51:58,LOCATION_0136,0.8
ACCOUNT_00311,PERSON_1114,savings,SynthBank_Alpha,2026-02-14 05:04:45,LOCATION_0100,0.95
ACCOUNT_00312,PERSON_0379,current,SynthBank_Delta,2025-10-26 09:58:19,LOCATION_0277,0.79
ACCOUNT_00313,PERSON_0035,current,SynthBank_Omega,2023-06-20 10:01:02,LOCATION_0179,0.78
ACCOUNT_00314,PERSON_0205,savings,SynthBank_Beta,2022-07-20 02:30:03,LOCATION_0142,0.81
ACCOUNT_00315,PERSON_0099,savings,SynthBank_Gamma,2023-04-02 14:36:48,LOCATION_0093,0.97
ACCOUNT_00316,PERSON_0362,current,SynthBank_Alpha,2022-10-14 23:07:32,LOCATION_0062,0.95
ACCOUNT_00317,PERSON_0431,savings,SynthBank_Alpha,2023-11-09 21:33:30,LOCATION_0261,0.91
ACCOUNT_00318,PERSON_1068,savings,SynthBank_Omega,2022-09-13 22:37:32,LOCATION_0211,0.78
ACCOUNT_00319,PERSON_0415,current,SynthBank_Alpha,2026-02-01 01:10:34,LOCATION_0149,0.89
ACCOUNT_00320,PERSON_1330,savings,SynthBank_Delta,2024-09-16 21:07:42,LOCATION_0114,0.8
ACCOUNT_00321,PERSON_0657,savings,SynthBank_Alpha,2025-01-04 06:32:57,LOCATION_0186,0.91
ACCOUNT_00322,PERSON_1276,savings,SynthBank_Omega,2025-08-28 09:16:43,LOCATION_0234,0.86
ACCOUNT_00323,PERSON_0975,savings,SynthBank_Omega,2024-06-30 02:48:56,LOCATION_0081,0.97
ACCOUNT_00324,PERSON_0173,savings,SynthBank_Delta,2024-11-18 15:48:32,LOCATION_0176,0.94
ACCOUNT_00325,PERSON_0025,current,SynthBank_Gamma,2025-01-18 13:17:04,LOCATION_0155,0.81
ACCOUNT_00326,PERSON_0111,current,SynthBank_Delta,2023-07-13 08:04:02,LOCATION_0040,0.85
ACCOUNT_00327,PERSON_0016,savings,SynthBank_Omega,2022-05-31 07:42:16,LOCATION_0220,0.76
ACCOUNT_00328,PERSON_1296,savings,SynthBank_Beta,2024-03-10 10:50:44,LOCATION_0293,0.87
ACCOUNT_00329,PERSON_0904,savings,SynthBank_Delta,2023-05-22 20:38:57,LOCATION_0120,0.8
ACCOUNT_00330,PERSON_0148,current,SynthBank_Beta,2026-02-02 18:09:45,LOCATION_0163,0.8
ACCOUNT_00331,PERSON_1395,current,SynthBank_Alpha,2023-02-06 22:37:48,LOCATION_0084,0.89
ACCOUNT_00332,PERSON_0682,savings,SynthBank_Omega,2024-11-08 19:46:32,LOCATION_0140,0.81
ACCOUNT_00333,PERSON_0474,current,SynthBank_Omega,2026-03-04 07:40:22,LOCATION_0300,0.96
ACCOUNT_00334,PERSON_1012,current,SynthBank_Delta,2025-02-24 02:36:07,LOCATION_0024,0.98
ACCOUNT_00335,PERSON_0100,savings,SynthBank_Beta,2024-04-28 10:10:04,LOCATION_0181,0.87
ACCOUNT_00336,PERSON_0005,savings,SynthBank_Alpha,2025-12-19 03:20:07,LOCATION_0251,0.93
ACCOUNT_00337,PERSON_0465,current,SynthBank_Gamma,2024-07-30 04:36:45,LOCATION_0281,0.95
ACCOUNT_00338,PERSON_0047,current,SynthBank_Beta,2024-03-25 21:15:40,LOCATION_0262,0.85
ACCOUNT_00339,PERSON_0880,current,SynthBank_Beta,2023-11-28 06:36:01,LOCATION_0097,0.77
ACCOUNT_00340,PERSON_0263,current,SynthBank_Alpha,2025-01-20 13:48:42,LOCATION_0145,0.9
ACCOUNT_00341,PERSON_0295,savings,SynthBank_Beta,2023-07-13 05:41:57,LOCATION_0165,0.85
ACCOUNT_00342,PERSON_0451,savings,SynthBank_Gamma,2024-12-27 23:25:07,LOCATION_0154,0.81
ACCOUNT_00343,PERSON_0368,current,SynthBank_Alpha,2022-04-12 12:08:09,LOCATION_0179,0.96
ACCOUNT_00344,PERSON_0830,current,SynthBank_Gamma,2024-01-27 14:08:12,LOCATION_0082,0.98
ACCOUNT_00345,PERSON_0957,savings,SynthBank_Omega,2022-06-19 07:07:09,LOCATION_0021,0.77
ACCOUNT_00346,PERSON_0489,savings,SynthBank_Beta,2025-09-25 04:47:31,LOCATION_0299,0.9
ACCOUNT_00347,PERSON_0285,savings,SynthBank_Beta,2023-01-06 20:07:40,LOCATION_0051,0.94
ACCOUNT_00348,PERSON_0749,current,SynthBank_Omega,2022-03-09 00:02:52,LOCATION_0019,0.75
ACCOUNT_00349,PERSON_1083,savings,SynthBank_Delta,2022-06-17 04:04:16,LOCATION_0299,0.95
ACCOUNT_00350,PERSON_1202,savings,SynthBank_Omega,2024-09-09 12:09:06,LOCATION_0085,0.98
ACCOUNT_00351,PERSON_0968,savings,SynthBank_Delta,2025-05-29 00:40:25,LOCATION_0084,0.92
ACCOUNT_00352,PERSON_0114,savings,SynthBank_Delta,2025-10-16 00:15:14,LOCATION_0111,0.82
ACCOUNT_00353,PERSON_0387,savings,SynthBank_Delta,2022-06-20 21:27:26,LOCATION_0208,0.97
ACCOUNT_00354,PERSON_0052,current,SynthBank_Gamma,2022-05-17 16:04:58,LOCATION_0056,0.93
ACCOUNT_00355,PERSON_1145,savings,SynthBank_Beta,2024-07-01 16:34:03,LOCATION_0219,0.94
ACCOUNT_00356,PERSON_1329,savings,SynthBank_Gamma,2024-06-30 02:38:41,LOCATION_0059,0.81
ACCOUNT_00357,PERSON_0778,current,SynthBank_Omega,2025-01-09 18:09:31,LOCATION_0146,0.89
ACCOUNT_00358,PERSON_1071,current,SynthBank_Gamma,2022-06-05 07:59:11,LOCATION_0161,0.77
ACCOUNT_00359,PERSON_0743,savings,SynthBank_Omega,2024-11-21 01:33:45,LOCATION_0279,0.91
ACCOUNT_00360,PERSON_0763,current,SynthBank_Gamma,2024-04-28 02:56:00,LOCATION_0096,0.94
ACCOUNT_00361,PERSON_0976,current,SynthBank_Gamma,2023-08-27 12:59:39,LOCATION_0229,0.85
ACCOUNT_00362,PERSON_0351,current,SynthBank_Beta,2025-05-05 08:40:52,LOCATION_0136,0.99
ACCOUNT_00363,PERSON_0341,current,SynthBank_Gamma,2022-11-12 07:32:37,LOCATION_0079,0.84
ACCOUNT_00364,PERSON_0893,current,SynthBank_Omega,2025-10-26 15:36:48,LOCATION_0082,0.85
ACCOUNT_00365,PERSON_0373,savings,SynthBank_Delta,2024-06-15 12:48:25,LOCATION_0178,0.85
ACCOUNT_00366,PERSON_0165,current,SynthBank_Beta,2023-04-11 12:15:43,LOCATION_0112,0.91
ACCOUNT_00367,PERSON_0260,savings,SynthBank_Alpha,2023-03-07 09:35:34,LOCATION_0164,0.75
ACCOUNT_00368,PERSON_0894,current,SynthBank_Gamma,2023-03-29 22:57:45,LOCATION_0267,0.94
ACCOUNT_00369,PERSON_0208,current,SynthBank_Alpha,2024-02-04 09:24:40,LOCATION_0194,0.91
ACCOUNT_00370,PERSON_0532,current,SynthBank_Gamma,2022-12-27 19:45:37,LOCATION_0079,0.8
ACCOUNT_00371,PERSON_1419,savings,SynthBank_Omega,2023-01-05 04:05:56,LOCATION_0017,0.81
ACCOUNT_00372,PERSON_1396,savings,SynthBank_Delta,2024-06-02 09:40:27,LOCATION_0111,0.92
ACCOUNT_00373,PERSON_1398,savings,SynthBank_Gamma,2022-08-22 13:00:22,LOCATION_0014,0.79
ACCOUNT_00374,PERSON_0410,current,SynthBank_Delta,2026-01-22 02:41:35,LOCATION_0112,0.85
ACCOUNT_00375,PERSON_0329,savings,SynthBank_Omega,2022-07-06 00:05:07,LOCATION_0234,0.85
ACCOUNT_00376,PERSON_0021,current,SynthBank_Gamma,2025-05-23 12:35:07,LOCATION_0147,0.97
ACCOUNT_00377,PERSON_0745,current,SynthBank_Delta,2022-08-27 04:33:07,LOCATION_0193,0.8
ACCOUNT_00378,PERSON_0433,current,SynthBank_Beta,2022-11-04 07:20:03,LOCATION_0167,0.87
ACCOUNT_00379,PERSON_0384,current,SynthBank_Beta,2023-06-13 18:48:36,LOCATION_0252,0.9
ACCOUNT_00380,PERSON_0413,savings,SynthBank_Delta,2022-02-16 04:25:49,LOCATION_0010,0.91
ACCOUNT_00381,PERSON_0408,savings,SynthBank_Delta,2026-04-21 18:55:13,LOCATION_0053,0.85
ACCOUNT_00382,PERSON_1178,current,SynthBank_Beta,2022-11-05 13:49:27,LOCATION_0182,0.95
ACCOUNT_00383,PERSON_0641,savings,SynthBank_Gamma,2025-10-30 02:59:17,LOCATION_0016,0.89
ACCOUNT_00384,PERSON_1360,current,SynthBank_Beta,2024-02-18 02:41:49,LOCATION_0066,0.95
ACCOUNT_00385,PERSON_0027,savings,SynthBank_Alpha,2024-05-31 22:36:47,LOCATION_0059,0.99
ACCOUNT_00386,PERSON_0737,savings,SynthBank_Delta,2025-06-03 09:28:20,LOCATION_0006,0.82
ACCOUNT_00387,PERSON_0881,current,SynthBank_Gamma,2022-06-29 14:20:12,LOCATION_0050,0.93
ACCOUNT_00388,PERSON_1122,savings,SynthBank_Delta,2023-12-24 15:27:25,LOCATION_0085,0.95
ACCOUNT_00389,PERSON_0526,current,SynthBank_Gamma,2022-08-22 03:34:26,LOCATION_0206,0.9
ACCOUNT_00390,PERSON_0468,savings,SynthBank_Omega,2024-09-16 02:37:45,LOCATION_0017,0.8
ACCOUNT_00391,PERSON_1026,savings,SynthBank_Alpha,2022-12-19 21:57:06,LOCATION_0027,0.81
ACCOUNT_00392,PERSON_0446,current,SynthBank_Alpha,2023-11-16 21:30:47,LOCATION_0163,0.84
ACCOUNT_00393,PERSON_0929,current,SynthBank_Alpha,2024-02-03 14:27:24,LOCATION_0084,0.96
ACCOUNT_00394,PERSON_1219,current,SynthBank_Beta,2024-05-13 11:14:03,LOCATION_0219,0.9
ACCOUNT_00395,PERSON_0129,savings,SynthBank_Alpha,2026-01-30 07:47:43,LOCATION_0267,0.91
ACCOUNT_00396,PERSON_0842,savings,SynthBank_Beta,2025-03-29 21:31:49,LOCATION_0041,0.93
ACCOUNT_00397,PERSON_0512,current,SynthBank_Gamma,2022-03-06 23:15:40,LOCATION_0262,0.96
ACCOUNT_00398,PERSON_1131,current,SynthBank_Alpha,2024-02-02 10:31:38,LOCATION_0246,0.83
ACCOUNT_00399,PERSON_0801,current,SynthBank_Delta,2022-03-23 10:59:36,LOCATION_0179,0.79
ACCOUNT_00400,PERSON_1345,current,SynthBank_Omega,2023-09-07 07:20:59,LOCATION_0081,0.8
ACCOUNT_00401,PERSON_0675,savings,SynthBank_Delta,2023-04-06 08:04:02,LOCATION_0049,0.97
ACCOUNT_00402,PERSON_1261,current,SynthBank_Alpha,2025-01-28 11:14:53,LOCATION_0104,0.97
ACCOUNT_00403,PERSON_0877,current,SynthBank_Delta,2025-01-05 18:40:26,LOCATION_0234,0.78
ACCOUNT_00404,PERSON_1228,current,SynthBank_Omega,2023-01-13 14:33:28,LOCATION_0099,0.86
ACCOUNT_00405,PERSON_1452,current,SynthBank_Gamma,2022-08-25 15:59:06,LOCATION_0009,0.97
ACCOUNT_00406,PERSON_1448,savings,SynthBank_Omega,2022-07-22 04:07:55,LOCATION_0248,0.97
ACCOUNT_00407,PERSON_0152,savings,SynthBank_Gamma,2023-09-06 17:03:17,LOCATION_0264,0.92
ACCOUNT_00408,PERSON_0947,savings,SynthBank_Omega,2024-03-11 21:26:21,LOCATION_0259,0.86
ACCOUNT_00409,PERSON_0799,current,SynthBank_Beta,2023-02-08 18:33:09,LOCATION_0192,0.82
ACCOUNT_00410,PERSON_1227,current,SynthBank_Gamma,2025-08-17 15:00:30,LOCATION_0146,0.77
ACCOUNT_00411,PERSON_1338,current,SynthBank_Omega,2025-01-06 07:46:37,LOCATION_0150,0.91
ACCOUNT_00412,PERSON_0907,current,SynthBank_Alpha,2024-05-02 07:48:44,LOCATION_0257,0.8
ACCOUNT_00413,PERSON_1382,savings,SynthBank_Gamma,2026-05-27 20:50:43,LOCATION_0152,0.76
ACCOUNT_00414,PERSON_0493,savings,SynthBank_Alpha,2024-01-21 14:14:01,LOCATION_0298,0.95
ACCOUNT_00415,PERSON_1047,savings,SynthBank_Omega,2026-01-22 01:21:51,LOCATION_0244,0.78
ACCOUNT_00416,PERSON_1298,current,SynthBank_Gamma,2023-02-02 06:50:35,LOCATION_0274,0.87
ACCOUNT_00417,PERSON_1229,current,SynthBank_Alpha,2022-05-09 12:36:02,LOCATION_0004,0.82
ACCOUNT_00418,PERSON_1263,savings,SynthBank_Omega,2024-05-21 03:45:39,LOCATION_0003,0.86
ACCOUNT_00419,PERSON_0964,current,SynthBank_Alpha,2022-08-15 13:17:36,LOCATION_0217,0.94
ACCOUNT_00420,PERSON_0681,current,SynthBank_Beta,2023-12-03 02:30:07,LOCATION_0151,0.77
ACCOUNT_00421,PERSON_1466,current,SynthBank_Beta,2026-01-27 11:08:33,LOCATION_0179,0.84
ACCOUNT_00422,PERSON_1024,current,SynthBank_Omega,2025-07-23 02:08:44,LOCATION_0062,0.75
ACCOUNT_00423,PERSON_1000,savings,SynthBank_Delta,2023-04-06 21:11:10,LOCATION_0173,0.82
ACCOUNT_00424,PERSON_0700,savings,SynthBank_Gamma,2023-04-11 06:08:33,LOCATION_0188,0.84
ACCOUNT_00425,PERSON_0371,savings,SynthBank_Gamma,2026-02-06 04:45:48,LOCATION_0149,0.91
ACCOUNT_00426,PERSON_1179,current,SynthBank_Omega,2022-08-03 00:43:09,LOCATION_0101,0.99
ACCOUNT_00427,PERSON_0327,savings,SynthBank_Delta,2022-07-29 22:55:33,LOCATION_0262,0.97
ACCOUNT_00428,PERSON_0936,savings,SynthBank_Omega,2024-03-30 21:31:33,LOCATION_0036,0.78
ACCOUNT_00429,PERSON_0864,current,SynthBank_Delta,2024-11-23 15:26:01,LOCATION_0137,0.98
ACCOUNT_00430,PERSON_1246,savings,SynthBank_Alpha,2023-01-04 09:01:32,LOCATION_0057,0.77
ACCOUNT_00431,PERSON_1038,savings,SynthBank_Beta,2023-07-17 08:33:31,LOCATION_0212,0.81
ACCOUNT_00432,PERSON_0511,savings,SynthBank_Delta,2023-08-08 22:24:01,LOCATION_0151,0.82
ACCOUNT_00433,PERSON_0265,savings,SynthBank_Beta,2023-02-02 14:23:27,LOCATION_0233,0.87
ACCOUNT_00434,PERSON_1029,savings,SynthBank_Alpha,2023-02-24 14:56:39,LOCATION_0154,0.88
ACCOUNT_00435,PERSON_1413,current,SynthBank_Delta,2022-04-26 01:47:48,LOCATION_0293,0.94
ACCOUNT_00436,PERSON_0810,current,SynthBank_Alpha,2022-10-26 13:49:16,LOCATION_0148,0.89
ACCOUNT_00437,PERSON_0956,savings,SynthBank_Omega,2023-01-30 10:01:32,LOCATION_0200,0.92
ACCOUNT_00438,PERSON_1411,savings,SynthBank_Gamma,2024-07-31 03:47:14,LOCATION_0130,0.88
ACCOUNT_00439,PERSON_0875,savings,SynthBank_Gamma,2023-11-04 02:00:09,LOCATION_0214,0.88
ACCOUNT_00440,PERSON_1262,current,SynthBank_Gamma,2022-05-25 08:21:08,LOCATION_0109,0.78
ACCOUNT_00441,PERSON_1500,savings,SynthBank_Gamma,2024-09-07 14:08:16,LOCATION_0240,0.86
ACCOUNT_00442,PERSON_0519,current,SynthBank_Beta,2023-12-29 03:16:21,LOCATION_0094,0.94
ACCOUNT_00443,PERSON_0214,savings,SynthBank_Gamma,2022-04-24 16:13:29,LOCATION_0093,0.96
ACCOUNT_00444,PERSON_1431,savings,SynthBank_Gamma,2024-08-05 05:31:01,LOCATION_0166,0.86
ACCOUNT_00445,PERSON_0501,savings,SynthBank_Beta,2024-09-01 17:11:51,LOCATION_0216,0.93
ACCOUNT_00446,PERSON_0692,savings,SynthBank_Alpha,2023-04-20 20:00:27,LOCATION_0297,0.8
ACCOUNT_00447,PERSON_0653,savings,SynthBank_Delta,2023-12-13 03:16:44,LOCATION_0278,0.79
ACCOUNT_00448,PERSON_0673,savings,SynthBank_Gamma,2026-02-06 16:31:53,LOCATION_0058,0.83
ACCOUNT_00449,PERSON_1436,current,SynthBank_Delta,2023-06-15 06:25:08,LOCATION_0283,0.92
ACCOUNT_00450,PERSON_1344,current,SynthBank_Alpha,2023-09-18 03:09:51,LOCATION_0222,0.83
ACCOUNT_00451,PERSON_0916,current,SynthBank_Beta,2023-07-25 15:18:00,LOCATION_0264,0.99
ACCOUNT_00452,PERSON_0347,current,SynthBank_Beta,2026-02-06 16:03:05,LOCATION_0276,0.82
ACCOUNT_00453,PERSON_1417,savings,SynthBank_Gamma,2024-03-18 15:26:48,LOCATION_0269,0.83
ACCOUNT_00454,PERSON_0217,savings,SynthBank_Beta,2026-04-11 09:26:31,LOCATION_0080,0.96
ACCOUNT_00455,PERSON_1315,savings,SynthBank_Alpha,2025-06-10 03:59:22,LOCATION_0140,0.92
ACCOUNT_00456,PERSON_0254,savings,SynthBank_Delta,2025-03-09 02:19:09,LOCATION_0090,0.89
ACCOUNT_00457,PERSON_0153,current,SynthBank_Delta,2023-04-23 16:39:23,LOCATION_0281,0.93
ACCOUNT_00458,PERSON_0195,current,SynthBank_Gamma,2024-04-25 08:48:20,LOCATION_0275,0.95
ACCOUNT_00459,PERSON_0508,savings,SynthBank_Alpha,2025-11-17 01:44:40,LOCATION_0138,0.82
ACCOUNT_00460,PERSON_0859,current,SynthBank_Gamma,2025-03-26 06:55:20,LOCATION_0124,0.81
ACCOUNT_00461,PERSON_0069,savings,SynthBank_Delta,2022-03-07 19:34:37,LOCATION_0291,0.84
ACCOUNT_00462,PERSON_0131,savings,SynthBank_Gamma,2023-01-27 04:15:11,LOCATION_0295,0.85
ACCOUNT_00463,PERSON_1434,current,SynthBank_Gamma,2025-04-07 05:15:10,LOCATION_0162,0.97
ACCOUNT_00464,PERSON_0301,savings,SynthBank_Delta,2024-07-12 19:04:21,LOCATION_0281,0.82
ACCOUNT_00465,PERSON_1084,savings,SynthBank_Delta,2022-09-05 09:23:31,LOCATION_0213,0.86
ACCOUNT_00466,PERSON_1247,savings,SynthBank_Beta,2024-03-12 16:06:50,LOCATION_0267,0.94
ACCOUNT_00467,PERSON_0469,savings,SynthBank_Omega,2024-06-26 23:51:21,LOCATION_0155,0.95
ACCOUNT_00468,PERSON_0241,current,SynthBank_Gamma,2022-02-20 06:41:24,LOCATION_0276,0.88
ACCOUNT_00469,PERSON_1271,current,SynthBank_Gamma,2023-08-31 21:24:41,LOCATION_0069,0.82
ACCOUNT_00470,PERSON_0188,savings,SynthBank_Gamma,2023-06-07 18:09:12,LOCATION_0071,0.88
ACCOUNT_00471,PERSON_0706,savings,SynthBank_Beta,2022-04-03 08:01:06,LOCATION_0039,0.81
ACCOUNT_00472,PERSON_0499,savings,SynthBank_Alpha,2026-01-29 00:23:07,LOCATION_0210,0.88
ACCOUNT_00473,PERSON_1042,savings,SynthBank_Beta,2024-11-10 06:07:40,LOCATION_0099,0.9
ACCOUNT_00474,PERSON_1447,current,SynthBank_Alpha,2026-05-17 21:11:01,LOCATION_0274,0.89
ACCOUNT_00475,PERSON_1368,savings,SynthBank_Gamma,2025-08-23 04:16:21,LOCATION_0201,0.77
ACCOUNT_00476,PERSON_0284,savings,SynthBank_Alpha,2023-06-24 07:54:38,LOCATION_0182,0.85
ACCOUNT_00477,PERSON_0604,current,SynthBank_Alpha,2023-12-27 13:04:05,LOCATION_0001,0.99
ACCOUNT_00478,PERSON_1273,current,SynthBank_Beta,2023-10-13 17:35:41,LOCATION_0012,0.83
ACCOUNT_00479,PERSON_0448,current,SynthBank_Omega,2024-01-18 03:49:33,LOCATION_0173,0.77
ACCOUNT_00480,PERSON_0110,current,SynthBank_Beta,2023-02-20 16:14:33,LOCATION_0268,0.83
