person_id,name,name_variant,age,gender,city,occupation,address_id,primary_phone_id,risk_indicator,source_record_count
PERSON_0229,Sanjay Malhotra,S. Malhotra,29,M,Chandigarh,driver,LOCATION_0234,PHONE_00229,none,0
PERSON_0230,Rekha Rathore,Rekha Rathore,48,F,Bhopal,electrician,LOCATION_0189,PHONE_00230,none,1
PERSON_0231,Gaurav Mishra,Gaurav M.,25,M,Ahmedabad,unemployed,LOCATION_0155,PHONE_00231,none,0
PERSON_0232,Yash Sharma,Yash Sharma,33,M,Bhopal,driver,LOCATION_0089,PHONE_00232,none,1
PERSON_0233,Sandeep Pandey,SandeepPandey,22,M,Indore,self-employed,LOCATION_0148,PHONE_00233,none,1
PERSON_0234,Manoj Malhotra,M. Malhotra,26,M,Pune,mechanic,LOCATION_0297,PHONE_00234,none,1
PERSON_0235,Ravi Bhatt,R. Bhatt,63,M,Mumbai,private employee,LOCATION_0216,PHONE_00235,none,0
PERSON_0236,Shalini Rathore,ShaliniRathore,57,F,Ahmedabad,clerk,LOCATION_0255,PHONE_00236,none,0
PERSON_0237,Amit Reddy,Amit R.,56,M,Mumbai,shopkeeper,LOCATION_0046,PHONE_00237,none,1
PERSON_0238,Yash Nair,Yash N.,57,M,Delhi,electrician,LOCATION_0271,PHONE_00238,none,0
PERSON_0239,Nisha Kulkarni,Nisha Kulkarni,62,F,Chandigarh,delivery worker,LOCATION_0274,PHONE_00239,none,1
PERSON_0240,Harish Pandey,H. Pandey,61,M,Jaipur,clerk,LOCATION_0242,PHONE_00240,none,1
PERSON_0241,Aman Bansal,aman bansal,56,M,Mumbai,trader,LOCATION_0076,PHONE_00241,none,0
PERSON_0242,Arjun Rathore,arjun rathore,19,M,Delhi,salesperson,LOCATION_0031,PHONE_00242,none,0
PERSON_0243,Neha Tiwari,Neha Tiwari,26,F,Jaipur,self-employed,LOCATION_0292,PHONE_00243,none,0
PERSON_0244,Karan Joshi,Karan Joshi,35,M,Chandigarh,salesperson,LOCATION_0264,PHONE_00244,none,1
PERSON_0245,Manoj Gupta,Manoj Gupta,51,M,Bhopal,farmer,LOCATION_0289,PHONE_00245,none,0
PERSON_0246,Pankaj Yadav,Pankaj Yadav,63,M,Chandigarh,accountant,LOCATION_0274,PHONE_00246,none,1
PERSON_0247,Nisha Singh,Nisha Singh,21,F,Chandigarh,farmer,LOCATION_0254,PHONE_00247,none,1
PERSON_0248,Sanjay Reddy,sanjay reddy,58,M,Indore,driver,LOCATION_0258,PHONE_00248,none,0
PERSON_0249,Nisha Choudhary,Nisha Choudhary,50,F,Pune,self-employed,LOCATION_0227,PHONE_00249,none,1
PERSON_0250,Geeta Chauhan,Geeta Chauhan,59,F,Chandigarh,trader,LOCATION_0104,PHONE_00250,none,0
PERSON_0251,Naveen Joshi,Naveen Joshi,57,M,Ahmedabad,shopkeeper,LOCATION_0265,PHONE_00251,none,0
PERSON_0252,Pooja Agarwal,PoojaAgarwal,35,F,Jaipur,unemployed,LOCATION_0202,PHONE_00252,none,0
PERSON_0253,Anjali Naidu,AnjaliNaidu,53,F,Delhi,driver,LOCATION_0191,PHONE_00253,none,0
PERSON_0254,Harish Mishra,Harish M.,60,M,Hyderabad,clerk,LOCATION_0150,PHONE_00254,none,0
PERSON_0255,Nisha Rathore,Nisha Rathore,47,F,Hyderabad,driver,LOCATION_0080,PHONE_00255,none,1
PERSON_0256,Kirti Saxena,Kirti Saxena,45,F,Bhopal,private employee,LOCATION_0159,PHONE_00256,flagged,0
PERSON_0257,Anil Chauhan,Anil C.,50,M,Indore,clerk,LOCATION_0128,PHONE_00257,none,0
PERSON_0258,Ashok Singh,Ashok Singh,58,M,Bhopal,self-employed,LOCATION_0299,PHONE_00258,none,1
PERSON_0259,Nikhil Joshi,Nikhil Joshi,39,M,Hyderabad,electrician,LOCATION_0120,PHONE_00259,none,1
PERSON_0260,Sonia Iyer,Sonia Iyer,51,F,Chandigarh,driver,LOCATION_0004,PHONE_00260,none,1
PERSON_0261,Manoj Rathore,manoj rathore,23,M,Chandigarh,salesperson,LOCATION_0034,PHONE_00261,none,0
PERSON_0262,Manju Reddy,Manju Reddy,25,F,Ahmedabad,shopkeeper,LOCATION_0015,PHONE_00262,none,1
PERSON_0263,Priya Bansal,Priya Bansal,37,F,Ahmedabad,salesperson,LOCATION_0025,PHONE_00263,none,1
PERSON_0264,Sonia Tiwari,S. Tiwari,55,F,Lucknow,private employee,LOCATION_0143,PHONE_00264,none,1
PERSON_0265,Ravi Bhatt,Ravi Bhatt,25,M,Lucknow,mechanic,LOCATION_0123,PHONE_00265,none,0
PERSON_0266,Rajesh Gupta,Rajesh G.,62,M,Delhi,unemployed,LOCATION_0241,PHONE_00266,flagged,1
PERSON_0267,Suresh Kulkarni,S. Kulkarni,30,M,Delhi,driver,LOCATION_0231,PHONE_00267,none,0
PERSON_0268,Vivek Meena,VivekMeena,22,M,Delhi,electrician,LOCATION_0241,PHONE_00268,none,1
PERSON_0269,Divya Kapoor,Divya Kapoor,62,F,Indore,trader,LOCATION_0218,PHONE_00269,none,0
PERSON_0270,Nikhil Tiwari,NikhilTiwari,21,M,Delhi,student,LOCATION_0111,PHONE_00270,none,0
PERSON_0271,Anjali Nair,Anjali Nair,27,F,Bhopal,delivery worker,LOCATION_0159,PHONE_00271,none,1
PERSON_0272,Deepika Bhatt,D. Bhatt,37,F,Hyderabad,clerk,LOCATION_0060,PHONE_00272,none,1
PERSON_0273,Rajesh Chauhan,Rajesh Chauhan,22,M,Pune,self-employed,LOCATION_0127,PHONE_00273,none,1
PERSON_0274,Geeta Tiwari,Geeta T.,26,F,Lucknow,electrician,LOCATION_0253,PHONE_00274,none,1
PERSON_0275,Nikhil Meena,Nikhil M.,46,M,Delhi,shopkeeper,LOCATION_0061,PHONE_00275,none,1
PERSON_0276,Pankaj Chauhan,pankaj chauhan,55,F,Jaipur,electrician,LOCATION_0242,PHONE_00276,none,0
PERSON_0277,Ravi Verma,Ravi Verma,43,M,Delhi,delivery worker,LOCATION_0271,PHONE_00277,none,0
PERSON_0278,Karan Agarwal,KARAN AGARWAL,22,M,Jaipur,delivery worker,LOCATION_0212,PHONE_00278,none,1
PERSON_0279,Yash Bansal,Yash B.,43,M,Jaipur,private employee,LOCATION_0012,PHONE_00279,none,1
PERSON_0280,Ritu Kulkarni,Ritu Kulkarni,33,F,Chandigarh,electrician,LOCATION_0104,PHONE_00280,none,0
PERSON_0281,Anita Choudhary,Anita Choudhary,20,F,Jaipur,delivery worker,LOCATION_0252,PHONE_00281,none,1
PERSON_0282,Naveen Nair,Naveen Nair,25,M,Delhi,student,LOCATION_0131,PHONE_00282,none,1
PERSON_0283,Harish Bansal,Harish Bansal,36,M,Hyderabad,farmer,LOCATION_0170,PHONE_00283,none,0
PERSON_0284,Rohit Chauhan,Rohit C.,64,M,Jaipur,salesperson,LOCATION_0242,PHONE_00284,none,0
PERSON_0285,Ravi Chauhan,Ravi Chauhan,56,M,Delhi,clerk,LOCATION_0091,PHONE_00285,none,1
PERSON_0286,Manju Pandey,Manju Pandey,29,F,Ahmedabad,shopkeeper,LOCATION_0065,PHONE_00286,none,1
PERSON_0287,Aman Naidu,A. Naidu,37,M,Delhi,unemployed,LOCATION_0251,PHONE_00287,none,0
PERSON_0288,Meena Agarwal,Meena Agarwal,37,F,Delhi,self-employed,LOCATION_0241,PHONE_00288,none,0
PERSON_0289,Preeti Joshi,Preeti Joshi,21,F,Ahmedabad,salesperson,LOCATION_0185,PHONE_00289,none,1
PERSON_0290,Gaurav Singh,Gaurav Singh,29,M,Ahmedabad,self-employed,LOCATION_0015,PHONE_00290,none,1
PERSON_0291,Rajesh Joshi,RajeshJoshi,30,M,Indore,private employee,LOCATION_0218,PHONE_00291,none,1
PERSON_0292,Pankaj Rathore,Pankaj R.,50,M,Delhi,unemployed,LOCATION_0151,PHONE_00292,none,1
PERSON_0293,Swati Yadav,Swati Yadav,38,F,Pune,accountant,LOCATION_0237,PHONE_00293,none,1
PERSON_0294,Meena Choudhary,M. Choudhary,25,F,Jaipur,farmer,LOCATION_0252,PHONE_00294,none,0
PERSON_0295,Geeta Reddy,Geeta Reddy,48,F,Ahmedabad,mechanic,LOCATION_0125,PHONE_00295,none,1
PERSON_0296,Mohit Kapoor,MOHIT KAPOOR,52,M,Chandigarh,clerk,LOCATION_0074,PHONE_00296,none,1
PERSON_0297,Ravi Kapoor,R. Kapoor,49,M,Pune,private employee,LOCATION_0227,PHONE_00297,none,1
PERSON_0298,Harish Choudhary,Harish Choudhary,64,M,Mumbai,trader,LOCATION_0056,PHONE_00298,flagged,0
PERSON_0299,Yash Gupta,Yash Gupta,26,M,Chandigarh,delivery worker,LOCATION_0234,PHONE_00299,none,0
PERSON_0300,Amit Pandey,AMIT PANDEY,40,M,Delhi,delivery worker,LOCATION_0051,PHONE_00300,none,0
PERSON_0301,Neha Gupta,Neha Gupta,46,F,Delhi,mechanic,LOCATION_0241,PHONE_00301,none,0
PERSON_0302,Rohit Nair,Rohit Nair,65,M,Ahmedabad,farmer,LOCATION_0235,PHONE_00302,flagged,0
PERSON_0303,Pooja Mishra,Pooja Mishra,60,F,Mumbai,delivery worker,LOCATION_0166,PHONE_00303,none,1
PERSON_0304,Neha Kulkarni,Neha K.,62,F,Ahmedabad,private employee,LOCATION_0175,PHONE_00304,none,0
PERSON_0305,Rekha Bansal,Rekha Bansal,34,F,Indore,shopkeeper,LOCATION_0068,PHONE_00305,none,1
PERSON_0306,Tanvi Pandey,Tanvi P.,30,F,Delhi,unemployed,LOCATION_0081,PHONE_00306,none,1
PERSON_0307,Deepika Chauhan,deepika chauhan,37,F,Delhi,unemployed,LOCATION_0091,PHONE_00307,none,0
PERSON_0308,Shalini Chauhan,Shalini Chauhan,46,F,Ahmedabad,trader,LOCATION_0125,PHONE_00308,none,1
PERSON_0309,Rekha Choudhary,Rekha Choudhary,65,F,Lucknow,delivery worker,LOCATION_0173,PHONE_00309,none,1
PERSON_0310,Isha Gupta,I. Gupta,38,F,Chandigarh,trader,LOCATION_0204,PHONE_00310,none,1
PERSON_0311,Rajesh Joshi,R. Joshi,45,M,Indore,mechanic,LOCATION_0128,PHONE_00311,none,0
PERSON_0312,Geeta Bhatt,Geeta Bhatt,50,F,Bhopal,shopkeeper,LOCATION_0129,PHONE_00312,none,1
PERSON_0313,Ritu Yadav,Ritu Yadav,30,F,Pune,farmer,LOCATION_0297,PHONE_00313,none,0
PERSON_0314,Divya Choudhary,divya choudhary,40,F,Lucknow,accountant,LOCATION_0293,PHONE_00314,none,1
PERSON_0315,Ravi Pandey,Ravi Pandey,51,M,Hyderabad,private employee,LOCATION_0180,PHONE_00315,none,0
PERSON_0316,Ashok Bhatt,Ashok Bhatt,46,M,Mumbai,student,LOCATION_0216,PHONE_00316,none,1
PERSON_0317,Priya Malhotra,PRIYA MALHOTRA,55,F,Pune,shopkeeper,LOCATION_0107,PHONE_00317,none,0
PERSON_0318,Suresh Bansal,Suresh Bansal,40,M,Bhopal,salesperson,LOCATION_0029,PHONE_00318,none,1
PERSON_0319,Divya Bansal,D. Bansal,59,F,Ahmedabad,self-employed,LOCATION_0125,PHONE_00319,flagged,0
PERSON_0320,Aman Verma,Aman Verma,23,M,Hyderabad,farmer,LOCATION_0070,PHONE_00320,none,1
PERSON_0321,Manoj Verma,Manoj Verma,32,M,Indore,salesperson,LOCATION_0218,PHONE_00321,none,0
PERSON_0322,Vivek Naidu,VIVEK NAIDU,47,M,Jaipur,salesperson,LOCATION_0292,PHONE_00322,none,1
PERSON_0323,Kavita Iyer,Kavita Iyer,47,F,Chandigarh,self-employed,LOCATION_0054,PHONE_00323,none,0
PERSON_0324,Arjun Joshi,A. Joshi,36,M,Lucknow,salesperson,LOCATION_0023,PHONE_00324,none,0
PERSON_0325,Rohit Kulkarni,Rohit Kulkarni,60,M,Mumbai,farmer,LOCATION_0146,PHONE_00325,none,0
PERSON_0326,Geeta Joshi,Geeta Joshi,37,F,Lucknow,salesperson,LOCATION_0023,PHONE_00326,none,0
PERSON_0327,Deepika Tiwari,Deepika Tiwari,65,F,Jaipur,self-employed,LOCATION_0142,PHONE_00327,none,0
PERSON_0328,Rahul Joshi,R. Joshi,49,M,Chandigarh,mechanic,LOCATION_0174,PHONE_00328,none,0
PERSON_0329,Divya Singh,divya singh,21,F,Chandigarh,shopkeeper,LOCATION_0104,PHONE_00329,none,0
PERSON_0330,Mohit Mishra,Mohit Mishra,25,M,Lucknow,self-employed,LOCATION_0273,PHONE_00330,none,1
PERSON_0331,Yash Agarwal,Yash Agarwal,32,M,Lucknow,farmer,LOCATION_0223,PHONE_00331,none,1
PERSON_0332,Deepika Naidu,DeepikaNaidu,36,F,Hyderabad,accountant,LOCATION_0230,PHONE_00332,flagged,0
PERSON_0333,Deepak Sharma,Deepak S.,44,M,Lucknow,driver,LOCATION_0003,PHONE_00333,none,1
PERSON_0334,Anil Singh,Anil Singh,47,M,Chandigarh,driver,LOCATION_0164,PHONE_00334,none,0
PERSON_0335,Arjun Gupta,Arjun Gupta,63,M,Ahmedabad,trader,LOCATION_0255,PHONE_00335,none,0
PERSON_0336,Vivek Choudhary,V. Choudhary,60,M,Ahmedabad,private employee,LOCATION_0185,PHONE_00336,none,0
PERSON_0337,Anil Rathore,Anil Rathore,64,F,Pune,unemployed,LOCATION_0187,PHONE_00337,none,1
PERSON_0338,Divya Reddy,Divya R.,58,F,Hyderabad,unemployed,LOCATION_0300,PHONE_00338,none,0
PERSON_0339,Amit Nair,Amit N.,19,M,Jaipur,shopkeeper,LOCATION_0112,PHONE_00339,none,0
PERSON_0340,Yash Yadav,Yash Yadav,30,M,Indore,electrician,LOCATION_0198,PHONE_00340,none,0
PERSON_0341,Anjali Chauhan,A. Chauhan,20,F,Bhopal,trader,LOCATION_0049,PHONE_00341,none,1
PERSON_0342,Ashok Malhotra,Ashok Malhotra,20,M,Ahmedabad,private employee,LOCATION_0055,PHONE_00342,none,1
PERSON_0343,Pankaj Sharma,P. Sharma,63,M,Chandigarh,salesperson,LOCATION_0014,PHONE_00343,none,1
PERSON_0344,Karan Kulkarni,Karan Kulkarni,33,M,Mumbai,electrician,LOCATION_0036,PHONE_00344,none,1
PERSON_0345,Deepak Malhotra,D. Malhotra,38,M,Hyderabad,accountant,LOCATION_0180,PHONE_00345,none,0
PERSON_0346,Naveen Pandey,Naveen Pandey,36,M,Mumbai,unemployed,LOCATION_0086,PHONE_00346,none,1
PERSON_0347,Priya Iyer,P. Iyer,41,F,Mumbai,electrician,LOCATION_0196,PHONE_00347,none,1
PERSON_0348,Sandeep Kapoor,Sandeep Kapoor,38,M,Chandigarh,farmer,LOCATION_0114,PHONE_00348,none,0
PERSON_0349,Ravi Yadav,Ravi Y.,51,M,Jaipur,delivery worker,LOCATION_0232,PHONE_00349,none,0
PERSON_0350,Sandeep Gupta,Sandeep Gupta,27,M,Mumbai,mechanic,LOCATION_0196,PHONE_00350,none,1
PERSON_0351,Divya Sharma,Divya Sharma,50,F,Mumbai,salesperson,LOCATION_0256,PHONE_00351,none,0
PERSON_0352,Kavita Naidu,Kavita Naidu,35,F,Jaipur,student,LOCATION_0032,PHONE_00352,none,0
PERSON_0353,Deepika Choudhary,Deepika Choudhary,35,F,Indore,trader,LOCATION_0238,PHONE_00353,none,0
PERSON_0354,Ravi Kulkarni,Ravi Kulkarni,30,M,Pune,electrician,LOCATION_0257,PHONE_00354,none,1
PERSON_0355,Tanvi Pandey,Tanvi Pandey,22,F,Jaipur,electrician,LOCATION_0082,PHONE_00355,none,0
PERSON_0356,Ravi Choudhary,Ravi Choudhary,36,M,Ahmedabad,driver,LOCATION_0145,PHONE_00356,none,0
PERSON_0357,Simran Pandey,Simran Pandey,36,F,Indore,student,LOCATION_0088,PHONE_00357,none,0
PERSON_0358,Deepika Bansal,DEEPIKA BANSAL,24,F,Ahmedabad,accountant,LOCATION_0295,PHONE_00358,none,1
PERSON_0359,Rekha Singh,REKHA SINGH,31,F,Mumbai,private employee,LOCATION_0096,PHONE_00359,none,1
PERSON_0360,Arjun Singh,Arjun S.,62,M,Hyderabad,student,LOCATION_0160,PHONE_00360,none,0
PERSON_0361,Arjun Joshi,arjun joshi,32,M,Jaipur,delivery worker,LOCATION_0002,PHONE_00361,none,0
PERSON_0362,Rekha Bansal,Rekha B.,19,F,Jaipur,electrician,LOCATION_0132,PHONE_00362,none,1
PERSON_0363,Naveen Naidu,Naveen Naidu,63,M,Lucknow,self-employed,LOCATION_0283,PHONE_00363,none,1
PERSON_0364,Anjali Joshi,Anjali Joshi,21,F,Mumbai,electrician,LOCATION_0046,PHONE_00364,none,0
PERSON_0365,Ashok Meena,Ashok Meena,28,M,Mumbai,salesperson,LOCATION_0096,PHONE_00365,none,0
PERSON_0366,Priya Choudhary,Priya Choudhary,50,F,Indore,shopkeeper,LOCATION_0048,PHONE_00366,none,1
PERSON_0367,Karan Meena,Karan M.,25,M,Mumbai,electrician,LOCATION_0006,PHONE_00367,none,0
PERSON_0368,Aman Bansal,Aman Bansal,51,M,Bhopal,clerk,LOCATION_0229,PHONE_00368,none,1
PERSON_0369,Sunita Kapoor,Sunita Kapoor,36,F,Delhi,student,LOCATION_0291,PHONE_00369,none,0
PERSON_0370,Deepika Iyer,Deepika Iyer,49,F,Pune,clerk,LOCATION_0247,PHONE_00370,flagged,0
PERSON_0371,Sonia Nair,Sonia Nair,35,F,Bhopal,mechanic,LOCATION_0019,PHONE_00371,none,0
PERSON_0372,Arjun Iyer,Arjun Iyer,38,M,Chandigarh,shopkeeper,LOCATION_0284,PHONE_00372,none,0
PERSON_0373,Ritu Reddy,Ritu R.,51,F,Indore,mechanic,LOCATION_0098,PHONE_00373,none,0
PERSON_0374,Shalini Sharma,ShaliniSharma,52,F,Ahmedabad,unemployed,LOCATION_0125,PHONE_00374,none,1
PERSON_0375,Sanjay Chauhan,Sanjay Chauhan,50,M,Ahmedabad,accountant,LOCATION_0075,PHONE_00375,none,0
PERSON_0376,Karan Bansal,Karan Bansal,24,M,Mumbai,private employee,LOCATION_0096,PHONE_00376,flagged,0
PERSON_0377,Arjun Meena,Arjun Meena,51,M,Indore,trader,LOCATION_0218,PHONE_00377,none,1
PERSON_0378,Kirti Joshi,Kirti J.,50,F,Lucknow,student,LOCATION_0163,PHONE_00378,none,0
PERSON_0379,Preeti Choudhary,Preeti Choudhary,33,F,Pune,farmer,LOCATION_0257,PHONE_00379,none,1
PERSON_0380,Sonia Kulkarni,Sonia K.,51,F,Pune,private employee,LOCATION_0047,PHONE_00380,none,0
PERSON_0381,Anjali Rathore,Anjali Rathore,43,F,Ahmedabad,unemployed,LOCATION_0015,PHONE_00381,none,0
PERSON_0382,Anil Gupta,Anil Gupta,65,M,Bhopal,private employee,LOCATION_0289,PHONE_00382,none,0
PERSON_0383,Rohit Joshi,R. Joshi,33,M,Hyderabad,accountant,LOCATION_0110,PHONE_00383,none,1
PERSON_0384,Yash Choudhary,YashChoudhary,24,M,Jaipur,unemployed,LOCATION_0162,PHONE_00384,none,0
PERSON_0385,Kirti Rathore,KirtiRathore,36,F,Lucknow,shopkeeper,LOCATION_0233,PHONE_00385,none,1
PERSON_0386,Nisha Bhatt,Nisha Bhatt,46,F,Pune,trader,LOCATION_0167,PHONE_00386,none,1
PERSON_0387,Ravi Meena,Ravi Meena,61,M,Indore,salesperson,LOCATION_0228,PHONE_00387,none,1
PERSON_0388,Pankaj Chauhan,Pankaj Chauhan,62,M,Lucknow,clerk,LOCATION_0043,PHONE_00388,none,1
PERSON_0389,Meena Choudhary,M. Choudhary,47,F,Ahmedabad,self-employed,LOCATION_0165,PHONE_00389,none,1
PERSON_0390,Kirti Chauhan,Kirti Chauhan,43,F,Jaipur,self-employed,LOCATION_0002,PHONE_00390,none,1
PERSON_0391,Deepika Yadav,DeepikaYadav,59,F,Hyderabad,unemployed,LOCATION_0020,PHONE_00391,none,1
PERSON_0392,Rajesh Iyer,Rajesh I.,37,M,Indore,farmer,LOCATION_0118,PHONE_00392,flagged,0
PERSON_0393,Deepika Tiwari,D. Tiwari,21,F,Jaipur,delivery worker,LOCATION_0222,PHONE_00393,none,1
PERSON_0394,Sunita Tiwari,Sunita Tiwari,64,F,Lucknow,unemployed,LOCATION_0233,PHONE_00394,none,0
PERSON_0395,Simran Verma,SIMRAN VERMA,22,F,Indore,electrician,LOCATION_0208,PHONE_00395,none,1
PERSON_0396,Kirti Choudhary,Kirti Choudhary,42,F,Chandigarh,delivery worker,LOCATION_0074,PHONE_00396,none,0
PERSON_0397,Vivek Tiwari,V. Tiwari,61,M,Ahmedabad,unemployed,LOCATION_0055,PHONE_00397,flagged,0
PERSON_0398,Mohit Rathore,Mohit Rathore,55,M,Mumbai,delivery worker,LOCATION_0146,PHONE_00398,flagged,1
PERSON_0399,Simran Joshi,Simran Joshi,52,F,Delhi,clerk,LOCATION_0211,PHONE_00399,none,1
PERSON_0400,Sunita Agarwal,SunitaAgarwal,44,F,Delhi,private employee,LOCATION_0231,PHONE_00400,none,0
PERSON_0401,Aman Agarwal,A. Agarwal,37,M,Pune,accountant,LOCATION_0067,PHONE_00401,none,0
PERSON_0402,Nikhil Chauhan,Nikhil Chauhan,23,M,Jaipur,private employee,LOCATION_0082,PHONE_00402,none,0
PERSON_0403,Kavita Pandey,KavitaPandey,40,F,Chandigarh,student,LOCATION_0064,PHONE_00403,none,0
PERSON_0404,Shalini Sharma,Shalini Sharma,61,M,Chandigarh,self-employed,LOCATION_0104,PHONE_00404,none,1
PERSON_0405,Nikhil Rathore,nikhil rathore,41,M,Jaipur,salesperson,LOCATION_0202,PHONE_00405,flagged,0
PERSON_0406,Amit Tiwari,A. Tiwari,50,M,Lucknow,clerk,LOCATION_0153,PHONE_00406,none,0
PERSON_0407,Ritu Kulkarni,RITU KULKARNI,59,F,Pune,unemployed,LOCATION_0047,PHONE_00407,none,0
PERSON_0408,Amit Meena,amit meena,26,M,Lucknow,private employee,LOCATION_0143,PHONE_00408,none,0
PERSON_0409,Priya Nair,Priya Nair,51,F,Indore,private employee,LOCATION_0048,PHONE_00409,none,1
PERSON_0410,Rahul Rathore,Rahul Rathore,46,M,Jaipur,mechanic,LOCATION_0052,PHONE_00410,none,1
PERSON_0411,Alka Reddy,A. Reddy,21,F,Hyderabad,electrician,LOCATION_0140,PHONE_00411,none,0
PERSON_0412,Sunita Pandey,SUNITA PANDEY,63,F,Ahmedabad,trader,LOCATION_0035,PHONE_00412,none,0
PERSON_0413,Mohit Pandey,Mohit Pandey,44,M,Hyderabad,electrician,LOCATION_0150,PHONE_00413,none,0
PERSON_0414,Arjun Singh,ARJUN SINGH,63,M,Ahmedabad,private employee,LOCATION_0295,PHONE_00414,none,0
PERSON_0415,Nikhil Mishra,Nikhil Mishra,48,M,Bhopal,salesperson,LOCATION_0049,PHONE_00415,none,0
PERSON_0416,Ashok Kapoor,Ashok K.,64,M,Pune,self-employed,LOCATION_0267,PHONE_00416,none,0
PERSON_0417,Rajesh Bansal,RajeshBansal,34,M,Bhopal,salesperson,LOCATION_0299,PHONE_00417,none,0
PERSON_0418,Pankaj Bhatt,Pankaj Bhatt,65,M,Jaipur,farmer,LOCATION_0172,PHONE_00418,none,1
PERSON_0419,Rahul Iyer,Rahul Iyer,22,M,Chandigarh,delivery worker,LOCATION_0044,PHONE_00419,none,1
PERSON_0420,Alka Meena,Alka Meena,46,F,Lucknow,farmer,LOCATION_0123,PHONE_00420,none,1
PERSON_0421,Mohit Bansal,Mohit B.,20,M,Jaipur,electrician,LOCATION_0052,PHONE_00421,none,1
PERSON_0422,Rahul Bansal,Rahul Bansal,63,M,Delhi,electrician,LOCATION_0211,PHONE_00422,none,1
PERSON_0423,Amit Kulkarni,A. Kulkarni,63,M,Lucknow,shopkeeper,LOCATION_0003,PHONE_00423,flagged,0
PERSON_0424,Mohit Joshi,Mohit Joshi,49,M,Lucknow,private employee,LOCATION_0163,PHONE_00424,none,0
PERSON_0425,Sandeep Bansal,Sandeep Bansal,49,M,Chandigarh,self-employed,LOCATION_0004,PHONE_00425,none,0
PERSON_0426,Rohit Saxena,Rohit Saxena,33,M,Delhi,student,LOCATION_0291,PHONE_00426,none,0
PERSON_0427,Manju Kapoor,Manju K.,63,F,Delhi,private employee,LOCATION_0031,PHONE_00427,flagged,0
PERSON_0428,Pankaj Choudhary,Pankaj Choudhary,22,M,Indore,clerk,LOCATION_0138,PHONE_00428,none,0
PERSON_0429,Anita Joshi,anita joshi,51,F,Bhopal,electrician,LOCATION_0169,PHONE_00429,none,0
PERSON_0430,Harish Verma,H. Verma,27,M,Delhi,delivery worker,LOCATION_0251,PHONE_00430,none,0
PERSON_0431,Geeta Reddy,G. Reddy,30,F,Delhi,delivery worker,LOCATION_0271,PHONE_00431,none,0
PERSON_0432,Pankaj Iyer,Pankaj I.,39,M,Chandigarh,delivery worker,LOCATION_0164,PHONE_00432,none,1
PERSON_0433,Ritu Reddy,R. Reddy,34,F,Pune,mechanic,LOCATION_0257,PHONE_00433,none,1
PERSON_0434,Manju Gupta,M. Gupta,39,F,Delhi,electrician,LOCATION_0151,PHONE_00434,none,1
PERSON_0435,Vivek Meena,VIVEK MEENA,24,M,Lucknow,salesperson,LOCATION_0233,PHONE_00435,none,1
PERSON_0436,Ravi Malhotra,Ravi Malhotra,65,M,Pune,driver,LOCATION_0217,PHONE_00436,none,1
PERSON_0437,Divya Meena,Divya M.,55,F,Delhi,trader,LOCATION_0261,PHONE_00437,none,0
PERSON_0438,Sonia Nair,Sonia N.,63,F,Lucknow,clerk,LOCATION_0173,PHONE_00438,none,1
PERSON_0439,Ashok Pandey,Ashok Pandey,59,M,Bhopal,mechanic,LOCATION_0009,PHONE_00439,none,1
PERSON_0440,Pooja Naidu,Pooja N.,31,F,Indore,clerk,LOCATION_0298,PHONE_00440,none,0
PERSON_0441,Sonia Choudhary,S. Choudhary,38,F,Jaipur,salesperson,LOCATION_0182,PHONE_00441,none,1
PERSON_0442,Rajesh Saxena,RAJESH SAXENA,63,M,Delhi,self-employed,LOCATION_0031,PHONE_00442,none,1
PERSON_0443,Arjun Iyer,Arjun Iyer,44,M,Bhopal,trader,LOCATION_0079,PHONE_00443,none,1
PERSON_0444,Mohit Saxena,Mohit Saxena,58,M,Delhi,student,LOCATION_0001,PHONE_00444,none,1
PERSON_0445,Yash Verma,Yash Verma,37,M,Bhopal,trader,LOCATION_0239,PHONE_00445,none,0
PERSON_0446,Meena Agarwal,Meena Agarwal,52,F,Lucknow,accountant,LOCATION_0193,PHONE_00446,none,1
PERSON_0447,Harish Gupta,Harish Gupta,65,M,Lucknow,clerk,LOCATION_0263,PHONE_00447,none,0
PERSON_0448,Kavita Nair,Kavita Nair,29,F,Lucknow,private employee,LOCATION_0263,PHONE_00448,none,1
PERSON_0449,Anjali Joshi,Anjali Joshi,44,F,Lucknow,accountant,LOCATION_0063,PHONE_00449,none,1
PERSON_0450,Anil Iyer,Anil Iyer,63,M,Hyderabad,unemployed,LOCATION_0080,PHONE_00450,none,1
PERSON_0451,Priya Rathore,Priya Rathore,54,F,Chandigarh,delivery worker,LOCATION_0244,PHONE_00451,none,0
PERSON_0452,Meena Nair,Meena Nair,23,F,Jaipur,electrician,LOCATION_0232,PHONE_00452,none,0
PERSON_0453,Naveen Sharma,Naveen Sharma,39,M,Mumbai,driver,LOCATION_0256,PHONE_00453,none,0
PERSON_0454,Tanvi Saxena,TANVI SAXENA,63,F,Lucknow,mechanic,LOCATION_0123,PHONE_00454,none,1
PERSON_0455,Rajesh Malhotra,Rajesh Malhotra,50,M,Pune,unemployed,LOCATION_0007,PHONE_00455,none,0
PERSON_0456,Manoj Joshi,M. Joshi,51,M,Delhi,delivery worker,LOCATION_0201,PHONE_00456,none,0
